Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.809	1.547	1.190	1.049	0.886	0.851	1.356	2.636	1.320	1.413	0.926
2.041	1.531	1.149	1.496	1.403	0.863	1.217	2.703	1.250	1.465	1.068
1.364	1.480	0.041	2.493	1.433	1.061	1.375	2.774	1.270	1.461	0.898
2.161	1.512	1.072	1.719	1.281	1.547	1.774	2.590	1.270	1.410	0.711
1.688	1.238	0.140	1.134	1.750	0.695	1.430	3.101	1.041	1.196	0.949
1.274	1.124	0.859	1.949	1.378	0.942	1.258	2.840	0.617	1.290	1.976
1.809	1.493	0.898	2.391	1.711	1.344	1.571	2.585	1.332	1.461	1.253
1.547	1.281	1.297	1.731	1.886	1.344	1.516	2.524	1.223	1.449	0.738
1.473	1.360	1.134	1.660	1.143	1.274	1.547	2.742	1.262	1.496	0.832
1.723	1.152	1.134	1.049	0.898	0.844	1.391	2.625	0.340	0.961	1.828
1.531	1.250	1.281	1.207	0.828	0.793	1.117	2.824	1.090	0.777	0.535
1.632	1.161	1.840	2.270	1.516	0.688	1.367	2.582	1.121	1.410	0.508
1.524	1.438	1.004	1.789	1.117	1.033	1.382	2.758	0.528	0.617	0.949
2.045	1.582	1.021	1.100	0.992	1.566	1.812	3.203	1.286	1.292	0.914
1.926	1.480	1.196	1.281	1.230	1.324	1.516	2.493	1.250	1.500	0.496
1.579	1.320	0.836	1.774	1.356	0.785	0.754	2.848	1.188	1.179	1.004
1.809	1.535	0.961	1.953	1.179	0.766	1.083	2.433	1.230	1.375	0.930
1.648	1.344	0.688	1.083	1.079	0.430	1.310	2.836	1.246	1.217	1.134
1.566	1.316	1.097	1.117	1.021	1.679	1.774	2.922	1.286	1.656	0.750
2.045	1.632	1.053	1.149	0.976	1.270	1.516	2.387	1.668	1.742	0.957
1.629	1.212	1.176	1.707	1.301	1.097	1.398	2.547	1.090	1.212	0.274
1.097	1.508	1.076	1.875	1.305	1.403	1.574	2.621	1.225	1.867	2.212
1.449	1.484	0.988	1.719	0.777	0.543	1.185	1.297	1.196	1.418	1.025
1.922	1.875	0.961	1.914	1.477	1.301	1.562	2.585	1.290	1.543	1.061
1.942	1.593	1.164	2.605	1.926	1.465	1.656	2.664	1.086	1.427	0.699
1.468	1.473	0.973	1.890	1.418	1.250	1.387	2.585	0.961	1.543	2.079
1.691	1.352	0.996	1.328	1.742	0.945	1.100	2.777	0.988	1.640	2.297
2.086	1.930	1.000	1.238	1.310	1.398	1.644	3.152	0.449	1.072	1.774
1.449	1.250	1.013	1.324	1.550	1.250	1.465	2.922	0.520	1.097	0.348
1.286	1.238	1.301	1.531	0.949	1.079	1.391	2.719	1.196	1.391	1.316
0.562	1.037	1.152	1.828	1.528	0.621	1.225	1.367	0.301	0.886	1.688
1.407	0.097	1.212	1.176	0.914	1.225	1.468	2.465	1.190	1.276	0.547
1.496	1.356	0.684	1.100	1.041	1.324	1.500	2.461	1.413	1.613	1.243
1.223	0.731	0.004	1.072	1.310	1.204	1.403	2.438	1.290	1.324	1.140
1.856	1.290	1.025	1.456	1.453	1.378	1.585	2.500	1.190	1.422	0.789
1.574	1.013	1.068	1.715	1.199	0.703	1.422	1.731	0.769	0.930	0.824
0.539	0.167	0.957	1.559	1.851	0.723	1.310	2.453	1.223	1.535	1.013
1.543	1.328	0.965	2.250	0.886	1.590	1.809	3.281	1.473	1.625	1.093
1.378	1.250	0.903	1.610	1.161	1.493	1.910	3.246	1.196	1.111	0.699
1.422	1.465	1.185	1.025	0.816	1.037	1.394	2.629	1.053	1.461	1.236
1.238	1.199	1.104	1.276	0.774	0.660	1.161	3.008	1.250	1.613	0.640
1.867	1.403	0.684	1.083	1.456	0.793	1.265	2.793	1.179	1.489	0.933
1.812	1.371	0.801	1.364	1.520	1.104	1.465	2.777	1.250	1.364	0.660
1.731	1.161	0.961	2.356	1.465	0.988	1.204	2.840	0.477	1.033	0.352
1.695	1.375	1.134	1.316	1.602	1.316	1.629	2.496	1.097	1.134	0.973
0.130	0.945	1.274	1.173	0.856	1.164	1.265	2.660	1.041	1.134	0.816
1.707	1.179	0.083	0.124	0.883	0.856	1.173	2.754	1.076	1.061	0.875
1.394	0.985	0.824	2.391	1.484	0.473	1.382	2.547	1.571	1.621	0.883
1.938	1.418	1.367	1.938	2.045	1.238	1.461	2.707	0.820	1.021	1.167
1.543	1.061	1.292	1.076	1.161	1.167	1.504	2.640	1.290	1.480	0.433
1.781	1.217	0.973	2.190	1.356	1.286	1.793	2.754	1.230	1.375	1.121
1.734	1.438	1.176	1.176	0.938	0.715	1.215	2.945	1.394	1.598	1.310
1.766	1.456	0.903	1.068	0.473	0.738	1.179	1.531	0.407	0.316	0.894
1.816	1.225	1.215	1.270	1.033	1.364	1.582	2.664	1.430	1.598	0.867
1.828	1.316	1.453	1.715	1.324	0.758	1.215	2.785	0.000	0.324	0.446
2.037	1.504	0.403	0.033	2.707	1.238	1.270	2.382	1.173	1.340	0.461
2.104	1.836	1.413	1.848	2.143	1.253	1.582	2.582	0.000	1.217	0.840
2.061	1.579	1.516	1.531	1.258	1.292	1.441	2.648	1.100	1.238	1.025
1.328	1.130	1.061	1.301	1.980	1.276	1.461	2.691	0.477	1.238	1.867
1.161	1.276	1.328	1.310	1.253	1.286	1.312	2.418	1.185	1.352	0.590
1.754	1.375	0.945	1.844	1.215	1.270	1.648	3.117	0.945	1.143	0.851
1.422	1.292	1.364	1.057	0.836	1.117	1.328	2.738	1.121	1.137	0.922
0.973	0.781	0.797	0.766	0.574	1.312	1.550	2.598	1.152	1.207	0.918
1.117	1.236	1.207	1.093	1.121	0.914	1.441	2.727	0.774	1.598	1.980
1.801	1.449	1.236	1.328	0.723	1.292	1.539	2.820	1.719	2.212	1.762
1.684	1.367	0.715	1.875	1.336	1.250	1.456	2.828	1.196	1.531	0.582
1.500	1.223	0.871	2.398	1.371	1.086	1.403	2.695	1.004	1.134	0.996
1.504	1.391	1.137	1.394	1.130	0.789	1.199	2.793	1.356	1.493	0.871
1.613	1.243	0.938	1.664	1.555	0.598	1.143	2.621	1.324	1.585	1.111
1.225	1.250	1.230	1.324	0.781	0.593	1.111	2.750	0.945	1.025	1.559
1.648	1.097	0.512	2.579	1.844	1.243	1.579	2.571	0.727	0.985	0.212
0.000	1.029	1.176	1.176	1.274	1.493	1.656	2.664	1.585	1.781	2.262
1.292	0.754	0.000	1.996	1.090	1.140	1.632	3.078	0.879	1.684	1.961
1.427	1.276	1.292	1.155	0.644	1.274	1.398	2.660	1.225	1.297	1.061
1.531	1.398	1.061	1.290	1.199	1.155	1.190	2.715	1.083	1.155	0.253
1.871	1.555	0.992	2.017	1.550	1.367	1.480	2.636	1.190	1.413	0.746
1.648	1.648	0.644	1.836	0.996	1.516	1.679	2.605	1.886	2.124	1.695
1.378	1.473	0.644	1.190	1.173	1.328	1.531	2.493	1.161	1.352	0.938
1.348	1.539	0.305	2.093	0.695	1.524	1.550	2.531	1.179	1.290	0.076
2.072	1.382	0.801	2.274	1.531	1.137	1.348	2.598	1.394	1.684	1.883
2.037	1.585	1.068	1.270	1.262	0.988	1.276	2.559	1.199	1.403	0.789
1.867	1.316	0.762	2.155	1.508	0.571	1.100	2.684	1.124	1.045	0.703
1.413	1.364	1.446	1.574	1.097	1.124	1.413	2.656	0.017	1.238	1.173
1.879	1.535	1.207	1.769	1.324	1.104	1.371	2.477	0.512	0.898	0.489
1.579	0.828	1.041	1.531	1.555	1.493	1.539	2.500	0.910	1.161	0.836
1.617	1.336	0.528	2.378	1.297	0.844	1.199	2.961	0.953	1.375	1.531
1.957	1.468	1.097	1.758	1.104	0.391	1.057	2.727	1.290	1.629	1.438
1.281	1.610	1.117	1.348	0.976	1.114	1.430	2.605	1.167	1.270	1.185
1.801	1.559	1.152	1.797	1.176	1.076	1.286	2.590	1.301	1.574	1.310
1.875	1.500	1.009	2.072	1.427	1.137	1.316	2.652	1.143	1.496	1.021
1.566	1.387	0.832	1.104	0.903	1.093	1.531	2.625	1.025	1.407	0.699
1.629	1.167	1.253	0.828	1.500	1.025	1.828	3.410	0.000	1.805	0.613
1.617	1.535	0.766	2.382	1.348	0.875	0.875	2.836	0.456	0.124	0.774
1.305	1.250	0.801	2.045	1.632	0.613	1.212	2.574	0.769	1.465	2.161
1.121	0.961	0.691	0.433	0.111	1.090	1.387	2.676	1.185	1.217	0.883
1.262	1.053	0.914	2.344	1.555	2.422	2.723	3.777	0.789	1.025	0.668
1.076	0.656	0.394	2.083	0.992	0.738	1.176	2.738	1.185	1.418	1.009
1.731	1.407	0.461	2.262	1.473	1.004	1.230	2.840	0.945	0.820	0.933
1.000	1.009	1.068	1.340	1.250	1.508	1.723	3.070	1.695	2.083	1.516
1.766	1.516	1.086	0.140	1.446	1.422	1.707	2.894	1.664	1.945	1.274
1.976	1.699	0.836	1.009	1.500	1.528	1.590	2.441	0.949	1.378	0.225
1.438	1.332	0.848	0.805	1.871	0.758	1.185	2.785	1.215	1.124	0.520
1.571	1.176	1.176	1.041	0.965	1.328	1.496	2.407	0.949	1.152	1.137
2.185	2.029	1.057	1.875	0.938	1.176	1.801	3.473	1.149	1.173	0.828
1.715	1.013	1.037	1.933	1.438	0.524	1.137	2.336	1.453	1.711	1.111
1.894	1.413	0.000	2.422	1.648	1.238	1.461	2.707	1.068	1.217	0.566
1.844	1.387	1.738	2.111	1.149	1.188	1.446	2.574	0.640	1.090	1.004
2.025	1.656	0.832	2.152	1.438	0.836	1.378	3.098	1.468	1.449	0.957
2.310	1.879	1.391	1.691	2.021	1.391	1.715	3.004	1.348	1.438	0.688
1.727	1.328	0.965	0.985	1.230	1.025	1.672	3.211	1.029	1.155	0.723
1.652	1.344	1.083	1.621	1.164	0.976	1.324	2.632	1.410	1.593	1.155
1.582	1.204	1.473	1.493	1.477	1.093	1.270	2.793	1.093	1.297	0.930
0.914	0.996	0.797	1.140	0.961	1.422	1.484	2.590	1.243	1.246	0.719
1.973	1.664	0.535	0.914	1.746	1.021	1.258	2.664	1.053	1.124	1.104
1.516	1.265	0.812	1.387	0.664	1.348	1.566	2.508	1.305	1.535	0.484
1.906	1.610	1.356	1.013	0.906	1.140	1.750	3.457	1.204	1.430	0.559
0.879	1.371	0.155	0.840	1.258	0.453	0.117	2.134	1.100	1.484	0.851
1.461	1.281	1.571	0.980	1.766	0.820	1.134	1.914	1.199	1.387	1.217
0.992	0.871	0.828	1.140	1.668	1.489	1.629	2.668	1.179	1.382	1.079
1.973	1.590	0.988	2.097	1.312	1.413	1.585	2.656	0.890	1.550	2.348
1.605	1.394	1.699	2.360	1.945	1.176	1.468	2.394	1.179	1.290	0.933
1.555	1.543	0.617	1.121	1.477	0.883	1.398	2.805	1.246	1.477	0.903
1.820	1.446	0.660	2.262	1.644	0.613	1.348	2.844	1.033	1.493	0.695
1.621	1.290	0.535	0.933	0.918	0.769	1.230	2.559	1.332	1.422	0.953
1.320	1.441	1.134	1.684	1.738	0.000	0.167	2.297	1.121	1.356	0.930
1.215	0.949	1.520	1.734	1.217	1.422	1.547	2.668	0.985	1.124	0.155
1.774	1.508	1.746	1.988	1.574	1.290	1.480	2.520	1.053	1.265	0.789
1.516	1.236	1.114	1.025	0.394	1.754	1.926	3.227	1.427	1.695	1.493
1.652	1.301	0.926	2.190	1.215	1.090	1.446	2.555	1.364	1.613	1.250
1.910	1.223	0.848	2.149	1.528	0.903	1.072	2.863	1.571	1.769	1.236
2.134	1.851	1.179	1.230	0.679	1.225	1.500	2.598	1.301	1.610	1.097
1.371	1.212	0.504	0.000	2.648	1.025	1.262	2.590	1.449	1.664	1.253
1.762	1.176	1.574	1.602	1.274	1.468	1.484	2.508	1.025	1.543	1.348
1.610	1.207	1.217	1.097	0.480	1.246	1.504	2.926	1.789	1.930	1.407
1.660	1.188	0.953	2.093	1.344	0.621	0.938	2.820	1.068	1.243	0.926
0.828	1.301	1.017	2.155	1.403	1.508	1.582	2.679	1.427	1.676	1.281
2.097	2.090	1.149	1.017	0.695	1.204	1.215	2.711	1.286	1.324	0.617
1.930	1.524	1.093	1.699	1.305	1.025	1.292	2.953	1.223	1.535	0.130
2.270	2.217	1.360	1.422	0.684	0.942	1.217	2.731	1.559	1.484	1.090
1.719	1.590	0.574	1.262	1.418	0.890	1.093	2.496	1.204	1.543	1.769
1.985	1.480	1.149	1.371	1.137	1.456	1.684	3.051	1.137	1.297	0.703
1.461	1.225	0.571	1.312	1.652	0.903	1.258	2.446	0.579	1.207	1.856
2.021	1.605	1.053	1.265	1.143	1.167	1.433	2.555	1.453	1.484	0.856
2.173	1.562	0.605	0.996	0.562	1.310	1.528	2.571	1.164	1.225	0.781
1.332	0.824	1.253	1.953	1.500	1.593	1.742	2.410	1.215	1.356	1.025
1.703	1.585	0.914	1.632	1.029	1.155	1.328	2.777	1.352	1.571	1.297
2.000	1.688	0.875	1.230	1.212	1.212	1.371	2.477	1.090	1.045	0.433
1.906	1.496	1.117	1.543	1.230	1.033	1.161	2.625	1.176	1.328	0.883
1.754	1.427	0.965	1.179	0.410	0.797	0.988	2.547	1.582	1.738	1.484
1.910	1.449	0.957	1.223	1.672	1.336	1.387	2.438	2.076	2.473	2.190
1.652	1.360	0.976	1.167	1.238	1.072	1.489	2.668	1.121	1.253	0.652
1.988	1.528	1.223	1.812	1.367	0.933	1.097	2.456	1.550	1.758	1.188
1.785	1.504	1.250	1.215	1.004	1.124	1.449	3.281	0.253	0.988	0.531
1.809	1.520	1.305	2.762	1.918	0.890	1.276	2.566	0.265	1.250	1.883
2.079	1.610	0.879	2.953	2.090	1.225	1.453	2.504	1.045	1.382	1.033
1.316	0.820	1.204	1.215	0.976	0.559	1.328	2.942	1.243	1.352	0.703
1.493	1.179	1.824	1.805	1.215	1.427	1.535	2.602	1.104	1.207	1.033
1.407	1.449	0.719	0.856	1.625	1.812	2.017	3.223	0.000	1.037	0.812
1.844	1.375	0.715	1.164	1.676	1.456	1.844	2.691	1.352	1.418	0.883
0.699	1.270	1.004	1.859	1.286	1.382	1.516	2.566	1.013	1.079	0.378
1.859	1.617	1.328	1.543	1.090	0.699	1.173	2.636	1.199	1.236	1.041
1.605	1.433	1.340	1.465	0.930	1.225	1.598	2.738	0.453	0.496	0.727
0.903	1.468	1.017	1.793	0.648	1.093	1.328	2.644	1.738	1.985	1.684
1.828	1.398	0.926	1.204	1.097	1.079	1.461	2.774	1.000	1.441	0.104
1.777	1.290	0.000	2.328	0.723	0.387	0.957	2.274	1.427	1.504	1.117
1.579	1.292	1.161	1.297	1.097	0.797	1.292	2.898	0.394	1.149	1.942
1.863	1.579	1.636	1.836	1.061	1.328	1.688	3.043	0.926	1.320	0.000
1.875	1.456	1.524	1.762	1.185	1.407	1.610	2.610	1.124	1.305	0.754
1.520	1.340	0.632	1.942	1.394	0.413	1.375	3.035	1.223	1.453	0.914
1.360	1.199	1.053	2.473	1.766	0.579	1.375	2.942	1.310	1.656	1.848
1.053	1.246	0.898	1.265	1.742	1.375	1.914	2.973	1.111	1.114	0.898
1.691	1.176	0.914	2.391	1.856	0.621	0.871	2.727	1.480	1.676	1.286
1.579	1.585	0.648	1.781	1.352	0.528	1.305	2.691	1.310	1.468	0.715
0.809	1.212	1.332	1.496	1.124	0.828	1.090	2.801	1.336	1.520	0.528
1.750	1.468	1.625	1.117	1.695	0.528	0.942	2.590	0.574	0.762	0.660
1.930	1.574	0.949	2.083	1.433	0.886	1.371	3.047	1.352	1.632	0.449
1.953	1.922	1.061	1.190	1.049	1.253	1.456	2.625	1.097	1.188	0.785
1.871	1.508	1.152	1.185	1.057	1.124	1.477	2.699	0.441	0.812	1.076
1.477	1.375	1.215	1.746	1.691	1.199	1.312	2.742	1.130	1.332	0.188
2.025	1.407	0.836	1.535	1.547	0.805	1.468	2.969	0.980	1.253	0.903
1.789	1.364	1.083	1.524	1.456	1.185	1.477	2.531	1.621	1.774	1.477
1.933	1.312	2.130	2.625	2.398	1.348	1.664	3.172	0.781	0.883	0.640
1.679	1.253	1.290	1.742	1.621	1.297	1.461	2.629	1.167	1.328	1.029
1.550	1.468	1.061	1.758	1.539	0.801	1.230	2.914	0.699	0.769	1.473
1.684	1.281	1.004	1.407	1.504	1.049	1.391	2.711	0.324	1.223	1.976
2.045	1.566	0.797	2.061	1.137	0.719	1.484	2.856	1.301	1.629	1.149
1.727	1.320	1.348	1.547	1.025	0.593	1.427	2.883	1.204	1.453	0.996
1.155	1.134	1.025	2.550	1.844	0.812	0.598	2.734	1.297	1.684	1.398
1.598	1.045	1.204	1.640	1.731	1.403	1.644	2.695	1.155	1.418	1.292
1.155	1.364	0.879	2.427	1.461	1.000	1.550	3.156	1.286	1.539	0.992
2.100	1.660	0.945	1.957	1.199	0.805	1.430	2.918	0.894	1.253	0.000
1.504	1.238	1.093	1.310	0.734	0.898	0.992	2.886	1.104	1.236	0.824
1.750	1.480	1.215	1.215	1.215	0.727	1.143	2.785	0.274	0.021	0.750
2.117	1.930	0.188	2.100	1.072	0.699	1.215	2.711	1.301	1.433	0.914
1.543	1.033	1.196	1.212	0.531	1.124	1.418	3.004	1.332	1.629	0.969
1.484	1.111	0.988	1.985	1.079	0.292	0.668	1.883	0.000	1.820	0.547
0.938	1.320	0.988	1.167	1.550	1.000	1.207	2.723	0.422	1.632	1.879
1.664	1.207	0.378	1.225	1.656	1.286	1.582	2.859	1.179	1.453	0.953
1.774	1.520	1.152	1.017	0.969	1.079	1.446	2.441	1.246	0.894	0.446
1.969	1.348	0.758	1.679	1.004	1.097	1.382	2.524	1.021	1.253	0.945
1.585	1.352	0.762	1.871	1.367	1.025	1.114	2.922	1.199	1.367	0.879
1.996	1.640	0.000	2.207	1.367	0.883	1.253	2.762	0.711	1.238	1.328
1.883	1.356	1.004	1.856	1.387	1.585	1.945	2.699	1.320	1.382	1.121
2.025	1.824	0.985	1.083	1.504	1.371	1.504	2.652	0.656	1.185	1.155
2.049	1.449	1.033	1.456	1.199	1.324	1.550	2.613	1.378	1.547	0.988
2.021	1.766	1.836	2.332	1.316	0.398	1.477	2.914	0.961	1.143	0.262
1.976	1.418	0.898	2.072	1.446	1.097	1.391	2.719	0.957	1.000	0.230
1.942	2.185	0.996	1.632	0.828	1.371	1.493	2.524	1.104	1.305	1.097
2.079	1.613	1.176	1.762	1.391	1.320	1.516	2.579	0.000	1.276	1.988
1.719	1.398	0.992	2.076	1.212	1.387	1.965	3.199	0.382	1.093	1.766
1.290	1.422	0.875	1.332	1.973	0.539	1.137	2.945	1.352	1.621	1.114
1.965	1.461	0.957	0.539	1.367	1.185	1.493	2.632	1.033	0.973	0.290
2.124	1.723	0.644	1.969	1.500	0.356	1.053	2.980	1.258	1.398	0.785
1.500	1.223	1.086	1.243	1.173	0.828	1.328	2.906	0.890	0.992	1.093
1.762	1.292	1.130	1.524	0.820	1.652	1.898	2.969	1.199	1.336	1.137
1.848	1.407	0.520	1.068	0.762	1.305	1.413	2.453	1.489	1.774	1.100
1.824	1.371	0.000	2.093	1.173	1.061	1.236	2.664	1.574	1.774	1.328
1.500	1.093	1.484	1.727	1.196	1.243	1.550	2.520	1.375	1.562	0.985
1.938	1.382	0.660	1.199	1.274	1.489	1.750	2.867	1.057	1.250	0.571
2.072	1.504	1.196	1.190	1.422	0.602	1.225	2.801	0.996	1.045	0.863
1.789	1.225	0.719	2.021	1.360	0.758	1.441	2.598	1.398	1.413	0.774
1.543	1.207	1.072	1.668	1.312	1.225	1.188	2.535	1.155	1.352	0.961
1.456	1.243	0.879	1.976	0.836	1.320	1.859	2.061	0.781	1.719	1.832
1.407	1.093	1.364	1.585	1.190	1.407	1.562	2.629	1.114	1.305	1.121
1.496	1.456	1.124	0.859	0.049	0.336	0.985	2.418	1.086	0.461	0.676
2.061	1.593	0.875	1.820	1.049	1.356	1.441	2.398	1.559	1.762	1.217
1.883	1.617	1.265	2.449	1.836	0.965	1.332	2.824	1.215	1.468	1.152
1.996	1.456	0.949	2.270	1.025	1.286	1.516	2.867	1.407	1.430	0.879
1.871	1.324	0.539	1.004	1.398	1.137	1.223	2.688	1.013	1.090	1.025
1.969	1.493	1.025	2.137	1.371	1.212	1.410	2.625	0.985	1.364	0.711
1.004	1.348	1.328	1.550	1.190	0.656	0.969	2.555	1.114	1.433	1.230
1.441	1.593	1.021	1.090	0.547	0.894	1.238	2.863	0.723	1.531	2.152
1.100	1.312	1.033	2.356	1.461	1.114	1.407	2.711	1.164	1.305	1.286
2.000	1.453	1.433	2.332	1.828	1.418	1.489	2.520	1.410	1.574	1.025
1.375	1.378	0.000	2.610	1.636	0.762	1.246	3.164	1.076	1.316	0.562
1.875	1.394	0.996	1.217	1.945	1.199	1.493	2.632	0.236	0.422	0.433
1.738	1.668	1.253	1.382	1.230	1.398	1.524	2.528	1.262	1.441	0.812
1.723	1.456	0.766	1.965	1.246	0.914	1.134	2.836	1.262	1.391	1.072
1.863	1.312	1.217	0.953	0.762	1.173	1.535	2.433	0.543	0.371	0.875
1.446	1.243	0.750	1.021	1.566	1.520	1.648	2.801	1.212	1.422	1.114
1.949	1.890	1.173	1.403	1.539	1.072	1.360	2.644	0.000	0.930	0.985
1.049	0.262	1.179	1.394	1.785	0.660	1.310	2.805	1.199	1.297	0.836
2.049	1.516	1.265	1.484	0.883	0.922	1.090	2.644	1.246	1.324	0.610
1.461	1.310	1.262	1.403	1.072	0.711	1.312	1.364	1.301	1.430	1.164
1.104	1.137	1.270	1.742	1.371	0.965	1.176	2.812	1.212	1.250	0.723
1.777	1.391	1.161	1.828	1.332	1.468	1.684	2.668	1.276	1.394	0.258
1.468	1.223	0.707	1.427	1.691	0.719	1.449	2.859	0.719	1.000	1.598
1.676	1.524	1.104	2.461	1.774	1.111	1.500	2.719	0.816	1.045	1.344
1.134	0.942	1.114	1.593	1.398	1.265	1.480	2.579	1.196	1.579	0.942
2.025	2.033	0.668	1.037	1.340	1.025	1.360	2.598	1.516	1.688	1.305
1.598	1.121	0.961	1.820	0.738	1.093	1.410	2.695	1.274	1.456	0.942
1.945	1.738	0.738	1.199	0.605	1.021	1.468	2.812	0.535	1.356	1.789
1.468	1.207	1.013	1.324	0.461	1.025	1.312	2.652	0.617	0.856	0.672
1.859	1.684	1.164	2.013	1.387	1.427	1.605	2.598	1.246	1.367	0.449
1.566	1.137	1.037	2.230	1.258	1.207	1.598	2.660	1.312	1.407	0.801
2.037	1.656	1.137	1.217	1.045	1.061	1.348	2.723	0.496	0.883	1.438
1.438	1.297	1.407	2.723	1.969	1.320	1.574	2.585	0.550	1.204	2.025
1.413	1.480	0.824	2.461	1.134	0.969	1.305	2.766	1.292	1.535	1.111
1.204	0.890	0.000	2.378	1.480	1.068	1.310	2.750	0.134	0.104	0.025
2.072	1.754	1.121	1.394	1.582	1.769	1.930	2.903	1.137	1.316	0.926
1.562	1.258	0.957	2.079	1.516	0.528	1.391	2.188	1.137	1.286	0.785
1.550	1.164	0.906	1.017	1.161	1.387	1.516	2.547	1.297	1.531	1.086
1.535	1.225	1.161	1.238	1.090	1.734	2.130	3.449	1.072	1.480	2.143
1.140	1.286	1.188	1.933	1.281	1.316	1.727	2.856	0.566	1.344	1.832
1.820	1.348	0.652	2.207	1.524	1.531	1.727	2.535	1.207	1.598	1.274
1.508	1.173	1.164	1.029	0.945	1.149	1.418	2.516	1.111	1.324	0.746
0.942	1.297	0.926	1.750	1.473	1.185	1.281	2.632	1.579	1.832	1.441
2.013	1.378	0.965	2.238	2.672	1.199	1.535	2.371	1.276	1.617	1.104
1.992	1.524	1.000	1.265	1.324	1.013	1.199	2.789	0.000	1.493	0.340
1.398	1.164	1.566	1.636	1.143	1.097	1.204	2.754	1.155	1.246	0.824
2.041	1.566	1.516	1.652	0.848	0.918	1.246	2.111	0.957	0.906	0.711
1.766	1.274	1.130	1.446	1.086	1.117	1.403	3.273	1.500	1.676	1.140
1.320	0.914	1.140	1.176	0.933	1.276	1.504	2.539	1.217	1.286	0.155
2.021	1.769	1.083	1.613	1.644	1.045	1.418	2.742	1.114	1.403	0.734
1.812	1.468	1.250	2.037	1.535	0.636	0.988	2.579	1.179	1.134	0.453
1.945	1.398	1.664	1.793	0.945	0.832	1.111	2.930	1.185	1.418	0.856
1.840	1.258	0.711	2.083	1.387	0.933	1.571	2.270	1.301	1.367	1.167
1.715	1.456	1.143	1.212	0.890	1.480	1.769	3.234	1.332	1.449	0.477
1.453	1.310	1.207	1.093	0.371	0.742	1.230	2.500	1.270	1.433	0.777
1.656	1.332	1.188	2.061	1.468	0.598	1.781	2.879	0.906	1.137	1.328
2.196	1.867	1.037	1.204	1.610	1.029	1.265	2.524	1.364	1.531	0.801
1.500	1.391	1.137	0.992	0.903	0.375	0.848	2.068	1.449	1.605	1.161
2.143	1.574	1.734	1.906	1.312	0.942	1.403	2.579	1.045	1.236	0.785
1.754	1.528	0.508	2.149	1.590	0.742	1.418	2.711	0.152	1.957	0.926
1.903	1.504	1.176	1.391	1.320	1.371	1.933	2.988	0.918	1.310	0.000
1.695	1.045	0.973	1.173	0.000	0.360	0.894	2.742	1.286	1.559	1.167
1.898	1.489	0.758	2.079	1.410	1.571	1.684	2.812	1.049	1.137	0.691
1.562	1.336	1.629	1.856	1.100	1.045	1.356	2.574	1.196	1.468	1.045
1.699	1.114	0.407	1.041	1.574	0.500	1.000	2.246	1.262	1.493	0.985
1.316	1.528	1.188	1.185	1.104	1.516	1.699	2.672	1.021	1.167	0.574
1.769	1.352	1.190	1.367	1.243	0.688	0.797	2.438	1.185	1.378	0.668
1.719	1.164	0.824	1.914	0.910	0.910	1.297	2.727	0.625	1.143	1.173
1.938	1.473	1.076	1.816	1.090	1.438	1.676	2.356	1.068	1.324	0.367
1.961	1.742	0.914	1.336	1.068	1.281	1.531	2.621	1.076	1.190	0.976
1.512	1.161	1.076	1.217	1.684	1.344	1.590	2.535	0.516	1.446	1.942
1.762	1.512	1.114	1.973	1.364	0.656	1.508	3.352	1.461	1.418	0.000
1.816	1.297	0.969	1.348	1.356	1.310	1.656	2.973	1.079	1.336	0.727
1.812	1.360	1.121	1.504	0.617	1.137	1.648	3.113	1.057	1.413	1.093
0.754	1.250	1.292	1.312	0.851	1.161	1.413	2.856	1.340	1.543	0.906
1.762	1.512	0.949	1.086	0.781	0.840	1.566	1.797	0.875	1.104	0.777
2.276	2.185	1.134	1.324	0.774	1.340	1.473	2.403	1.258	1.441	0.801
1.504	1.430	1.375	1.711	1.356	0.820	1.037	2.758	1.468	1.629	1.117
1.477	1.041	0.875	1.173	1.204	1.422	1.621	2.836	1.286	1.528	0.957
1.215	1.143	0.660	2.140	1.387	1.072	1.547	3.121	1.204	1.265	0.992
1.668	1.262	1.528	1.816	0.688	1.324	1.547	2.632	1.176	1.574	1.336
1.441	1.324	1.348	1.316	1.504	0.785	1.453	2.832	0.973	1.699	1.992
1.797	1.265	0.879	1.367	0.890	0.789	0.992	2.407	0.072	1.394	0.164
1.965	1.672	1.276	1.217	0.679	0.033	0.676	1.403	0.848	1.640	2.025
1.707	1.480	0.155	2.531	1.746	1.025	1.281	2.531	1.574	1.840	1.230
1.731	1.167	1.504	1.664	1.134	1.340	1.711	2.961	1.017	1.305	0.863
2.009	1.489	0.957	1.980	1.270	0.621	1.236	2.793	0.777	1.190	0.688
1.859	1.593	1.324	1.164	1.310	0.816	1.086	2.679	1.149	1.316	1.025
1.938	1.493	1.446	1.992	1.571	1.140	1.265	2.173	1.188	1.332	0.938
2.041	1.547	1.750	2.045	1.543	0.848	1.199	2.610	1.167	0.727	0.903
1.629	1.382	0.785	1.310	1.695	0.668	1.124	2.668	1.167	1.149	0.217
0.996	1.407	1.090	1.378	1.672	1.316	1.477	2.598	0.828	1.270	1.679
2.025	1.734	0.859	1.217	1.801	0.547	0.629	2.579	1.270	1.438	0.742
